"Supporting table 1 - Dataset assembly and protein classification, Related to Figure 1",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ENSG00000183688,ENSP00000331915,RFLNB,Q8N5W9,PF15068,1-202,0,Non-PRD proteins
ENSG00000172938,ENSP00000310631,MRGPRD,Q8TDS7,PF00001,44-276,0,Non-PRD proteins
ENSG00000196639,ENSP00000380247,HRH1,P35367,PF00001,44-468,0,Non-PRD proteins
ENSG00000172379,ENSP00000307479,ARNT2,Q9HBZ2,PF00010;PF08447;PF00989,64-117;347-435;137-244,1,Non-PRD proteins
ENSG00000101444,ENSP00000217426,AHCY,P23526,PF00670;PF05221;PF05221,191-352;6-142;140-431,0,Viral-binding non-PRDs
ENSG00000136379,ENSP00000258884,ABHD17C,Q6PCB6,PF12146,129-249,1,Non-PRD proteins
ENSG00000180828,ENSP00000318799,BHLHE22,Q8NFJ8,PF00010,243-297,0,Non-PRD proteins
ENSG00000180611,ENSP00000376246,MB21D2,Q8IYB1,PF03281,108-402,1,Non-PRD proteins
ENSG00000164576,ENSP00000297109,SAP30L,Q9HAJ7,PF13867;PF13866,114-166;24-95,1,Non-PRD proteins
ENSG00000099899,ENSP00000395738,TRMT2A,F2Z2W7,PF13847,430-528,1,Viral-binding non-PRDs
ENSG00000164687,ENSP00000297258,FABP5,Q01469,PF00061,8-134,0,Viral-binding non-PRDs
ENSG00000101052,ENSP00000362121,IFT52,Q9Y366,PF09822,1-116,1,Non-PRD proteins
ENSG00000124222,ENSP00000360183,STX16,O14662,PF00804;PF05739,78-265;266-318,0,Viral-binding non-PRDs
ENSG00000272804,ENSP00000476821,KRTAP10-7,P60409,PF13885;PF13885;PF13885,125-170;202-245;247-286,0,Non-PRD proteins
ENSG00000165832,ENSP00000298746,TRUB1,Q8WWH5,PF01509,106-255,1,Viral-binding non-PRDs
ENSG00000115194,ENSP00000233535,SLC30A3,Q99726,PF01545,76-293,1,Non-PRD proteins
ENSG00000055950,ENSP00000359262,MRPL43,Q8N983,PF05047,43-95,0,Viral-binding non-PRDs
ENSG00000166317,ENSP00000378289,SYNPO2L,Q9H987,PF00595,1985-06-01 00:00:00,1,PRD proteins
ENSG00000180386,ENSP00000375149,KRTAP9-7,A8MTY7,PF13885;PF13885;PF13885;PF13885,4-46;45-84;75-119;122-166,0,Non-PRD proteins
ENSG00000115935,ENSP00000272746,WIPF1,O43516,PF02205,29-55,0,Non-PRD proteins
ENSG00000118369,ENSP00000431876,USP35,Q9P2H5,PF00443,441-923,1,Non-PRD proteins
ENSG00000000460,ENSP00000286031,C1orf112,Q9NSG2,PF14868,176-728,1,Viral-binding non-PRDs
ENSG00000187180,ENSP00000357772,LCE2C,Q5TA81,PF14672,53-110,0,Non-PRD proteins
ENSG00000278306,ENSP00000480969,KIR2DS3,Q14952,PF00047;PF00047,32-115;132-213,0,Non-PRD proteins
ENSG00000139675,ENSP00000350090,HNRNPA1L2,Q32P51,PF11627;PF00076;PF00076,255-292;16-85;107-178,0,viral-binding PRDs
ENSG00000141858,ENSP00000431971,SAMD1,E9PIW9,PF00536,354-417,0,Non-PRD proteins
ENSG00000215912,ENSP00000383873,TTC34,A0A1C7CYW7,PF13432;PF13432;PF13432,805-853;823-888;981-1057,1,Non-PRD proteins
ENSG00000112297,ENSP00000488010,CRYBG1,A0A0J9YWL0,PF00652;PF00030;PF00030;PF00030;PF00030;PF00030;PF00030,1996-2124;1431-1506;1532-1613;1627-1720;1728-1811;1824-1903;1911-1991,0,Non-PRD proteins
ENSG00000101447,ENSP00000481110,FAM83D,A0A087WXK8,PF07894,47-326,0,Viral-binding non-PRDs
ENSG00000150244,ENSP00000402414,TRIM48,Q8IWZ4,PF15227;PF00643,15-47;88-129,0,Non-PRD proteins
ENSG00000170852,ENSP00000302586,KBTBD2,Q8IY47,PF07707;PF00651;PF01344,133-232;21-128;370-416,0,PRD proteins
ENSG00000177023,ENSP00000322191,DEFB104B,Q8WTQ1,PF13841,29-58,0,Non-PRD proteins
ENSG00000115919,ENSP00000386731,KYNU,Q16719,PF00266,69-403,0,Non-PRD proteins
ENSG00000141753,ENSP00000269593,IGFBP4,P22692,PF00219;PF00086,27-80;174-249,1,Viral-binding non-PRDs
ENSG00000225968,ENSP00000457193,ELFN1,P0C7U0,PF13855;PF13855,84-144;133-192,0,Non-PRD proteins
ENSG00000137142,ENSP00000366923,IGFBPL1,Q8WX77,PF07648;PF07679;PF00219,104-151;155-260;38-91,0,Non-PRD proteins
ENSG00000172188,ENSP00000492971,OR4C11,Q6IEV9,PF13853,29-303,0,Non-PRD proteins
ENSG00000138069,ENSP00000497078,RAB1A,P62820,PF00071,13-174,1,Viral-binding non-PRDs
ENSG00000082898,ENSP00000385942,XPO1,O14980,PF03810;PF08767;PF08389;PF18777;PF18784;PF18787,46-112;709-1027;123-268;345-381;405-472;485-535,0,viral-binding PRDs
ENSG00000269526,ENSP00000473153,ERVV-1,B6SEH8,PF00429,221-472,0,Non-PRD proteins
ENSG00000165801,ENSP00000298694,ARHGEF40,Q8TER5,PF00621,1089-1248,0,Non-PRD proteins
ENSG00000163046,ENSP00000386398,ANKRD30BL,A7E2S9,PF12796;PF12796,42-135;134-201,0,Non-PRD proteins
ENSG00000125731,ENSP00000245908,SH2D3A,Q9BRG2,PF00017,15-95,0,PRD proteins
ENSG00000122490,ENSP00000380880,SLC66A2,Q8N2U9,PF04193;PF04193,17-77;170-230,0,Non-PRD proteins
ENSG00000067704,ENSP00000355889,IARS2,Q9NSE4,PF06827;PF08264;PF00133,984-1008;756-921;87-712,1,Viral-binding non-PRDs
ENSG00000118640,ENSP00000263864,VAMP8,Q9BV40,PF00957,1997-09-01 00:00:00,0,Non-PRD proteins
ENSG00000160446,ENSP00000361752,ZDHHC12,Q5T269,PF01529,107-232,0,PRD proteins
ENSG00000005981,ENSP00000321388,ASB4,Q9Y574,PF07525;PF12796;PF12796,381-420;79-170;144-249,1,Non-PRD proteins
ENSG00000185105,ENSP00000386702,MYADML2,A6NDP7,PF01284;PF01284,17-148;159-297,0,Non-PRD proteins
ENSG00000266028,ENSP00000459615,SRGAP2,O75044,PF00018;PF00611;PF00620,734-779;31-115;505-657,0,PRD proteins
ENSG00000184005,ENSP00000329214,ST6GALNAC3,Q8NDV1,PF00777,55-299,1,Non-PRD proteins
ENSG00000133433,ENSP00000290765,GSTT2B,P0CG30,PF02798;PF00043,5-75;83-199,0,Non-PRD proteins
ENSG00000077942,ENSP00000385521,FBLN1,B1AHL2,PF12662;PF12662;PF12662;PF07645;PF07645;PF07645;PF07645,459-482;498-522;542-566;254-298;300-344;346-392;394-435,1,Viral-binding non-PRDs
ENSG00000166780,ENSP00000300006,BMERB1,Q96MC5,PF12130,8-148,1,Viral-binding non-PRDs
ENSG00000101974,ENSP00000332756,ATP11C,Q8NB49,PF13246;PF00122;PF16209;PF16212,470-579;122-374;26-95;845-1097,1,Viral-binding non-PRDs
ENSG00000188585,ENSP00000490899,CLEC20A,Q6ZU45,PF00059;PF00059,29-132;169-276,0,Non-PRD proteins
ENSG00000135473,ENSP00000449861,PAN2,Q504Q3,PF13423;PF00929,517-898;975-1147,1,Non-PRD proteins
ENSG00000159055,ENSP00000290130,MIS18A,Q9NYP9,PF03226,81-188,1,Non-PRD proteins
ENSG00000122376,ENSP00000298786,SHLD2,Q86V20,PF15793,651-823,0,Viral-binding non-PRDs
ENSG00000274195,ENSP00000479140,ZNF705G,A0A0G2JMF9,PF00096;PF00096;PF00096;PF01352,172-194;200-222;228-250;6-47,0,Non-PRD proteins
ENSG00000141562,ENSP00000409710,NARF,A0A088AWN8,PF02256;PF02906,440-492;92-429,1,Non-PRD proteins
ENSG00000169760,ENSP00000392500,NLGN1,Q8N2Q7,PF00135,51-646,1,Non-PRD proteins
ENSG00000080298,ENSP00000482598,RFX3,P48380,PF02257;PF04589,181-258;14-138,0,Non-PRD proteins
ENSG00000106006,ENSP00000222728,HOXA6,P31267,PF00046,156-212,0,PRD proteins
ENSG00000171860,ENSP00000302079,C3AR1,Q16581,PF00001;PF00001,40-184;318-435,0,Non-PRD proteins
ENSG00000143845,ENSP00000356169,ETNK2,Q9NVF9,PF01633,105-307,0,Non-PRD proteins
ENSG00000151092,ENSP00000280700,NGLY1,Q96IV0,PF01841;PF04721;PF09409,258-354;457-651;25-103,1,Viral-binding non-PRDs
ENSG00000100347,ENSP00000345445,SAMM50,Q9Y512,PF01103,151-468,0,Viral-binding non-PRDs
ENSG00000116863,ENSP00000362273,ADPRS,Q9NX46,PF03747,25-338,1,Non-PRD proteins
ENSG00000198939,ENSP00000430980,ZFP2,Q6ZN57,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096,102-124;130-152;158-180;186-208;214-236;242-264;270-292;298-320;326-348;354-376;382-404;410-432;438-460,0,Non-PRD proteins
ENSG00000133317,ENSP00000501500,LGALS12,A0A140VK26,PF00337;PF00337,48-183;212-337,0,Viral-binding non-PRDs
ENSG00000174943,ENSP00000455785,KCTD13,Q8WZ19,PF02214,43-133,0,Viral-binding non-PRDs
ENSG00000166199,ENSP00000302232,ALKBH3,Q96Q83,PF13532,89-275,0,Non-PRD proteins
ENSG00000163440,ENSP00000295645,PDCL2,Q8N4E4,PF02114,8-235,1,Non-PRD proteins
ENSG00000186184,ENSP00000302478,POLR1D,P0DPB6,PF13656,39-113,0,Non-PRD proteins
ENSG00000124260,ENSP00000359347,MAGEA10,P43363,PF01454;PF12440,141-309;5-118,0,Non-PRD proteins
ENSG00000186017,ENSP00000376010,ZNF566,Q969W8,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,199-221;255-277;283-305;311-333;339-361;367-389;5-46,0,Non-PRD proteins
ENSG00000284917,ENSP00000384223,EEF1AKMT4-ECE2,P0DPD8,PF13649;PF01431;PF05649,62-145;679-882;234-620,0,Non-PRD proteins
ENSG00000128683,ENSP00000350928,GAD1,Q99259,PF00282,144-518,1,Non-PRD proteins
ENSG00000178718,ENSP00000317691,RPP25,Q9BUL9,PF01918,36-101,0,Non-PRD proteins
ENSG00000152404,ENSP00000282251,CWF19L2,Q2TBE0,PF04677;PF04676,662-786;795-889,1,Viral-binding non-PRDs
ENSG00000109536,ENSP00000226798,FRG1,Q14331,PF06229,67-256,0,Viral-binding non-PRDs
ENSG00000138472,ENSP00000261047,GUCA1C,O95843,PF00036,92-120,0,PRD proteins
ENSG00000087274,ENSP00000264758,ADD1,P35611,PF00596,147-329,1,Non-PRD proteins
ENSG00000214285,ENSP00000381105,NPS,P0C0P6,PF14993,24-88,0,Viral-binding non-PRDs
ENSG00000033122,ENSP00000498937,LRRC7,A0A494C1A4,PF13855;PF13855;PF13855;PF13855;PF00595,84-142;176-234;245-303;383-440;1486-1570,1,PRD proteins
ENSG00000197888,ENSP00000320401,UGT2B17,O75795,PF00201,24-527,0,Non-PRD proteins
ENSG00000204859,ENSP00000366902,ZBTB48,P10074,PF00651;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096,16-119;319-340;350-372;465-487;493-515;550-572;578-600,1,Viral-binding non-PRDs
ENSG00000163050,ENSP00000355739,COQ8A,Q8NI60,PF03109,318-434,1,Viral-binding non-PRDs
ENSG00000197782,ENSP00000400997,ZNF780A,O75290,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,165-187;221-243;249-271;277-299;333-355;361-383;389-411;417-439;473-495;501-523;529-551;557-579;585-607;613-635;5-46,0,Non-PRD proteins
ENSG00000123562,ENSP00000353643,MORF4L2,Q15014,PF05712,100-278,0,Viral-binding non-PRDs
ENSG00000170684,ENSP00000302770,ZNF296,Q8WUU4,PF00096;PF00096;PF00096,232-253;387-408;414-436,0,Non-PRD proteins
ENSG00000128191,ENSP00000263209,DGCR8,Q8WYQ5,PF00035;PF00035,512-576;620-684,0,Viral-binding non-PRDs
ENSG00000223638,ENSP00000392936,RFPL4A,A6NLU0,PF00622;PF13765;PF15227;PF11002,150-266;98-146;11-52;54-95,0,PRD proteins
ENSG00000105205,ENSP00000221804,CLC,Q05315,PF00337,5-137,0,Non-PRD proteins
ENSG00000197461,ENSP00000346508,PDGFA,P04085,PF00341;PF04692,96-179;21-95,1,Non-PRD proteins
ENSG00000111725,ENSP00000229328,PRKAB1,Q9Y478,PF16561;PF04739,78-161;199-269,1,Non-PRD proteins
ENSG00000183148,ENSP00000366826,ANKRD20A2P,Q5SQ80,PF14915;PF12796;PF12796,514-806;37-130;137-229,0,Non-PRD proteins
ENSG00000101773,ENSP00000354024,RBBP8,I6L8A6,PF08573;PF10482,827-863;20-139,0,Viral-binding non-PRDs
ENSG00000244005,ENSP00000363205,NFS1,Q9Y697,PF00266,59-422,0,Non-PRD proteins
ENSG00000134758,ENSP00000261593,RNF138,Q8WVD3,PF13923;PF05605;PF18574,17-57;155-216;80-112,0,Viral-binding non-PRDs
ENSG00000189129,ENSP00000361337,PLAC9,Q5JTB6,PF15205,23-96,0,Non-PRD proteins
ENSG00000277535,ENSP00000488984,,A0A0U1RQG5,PF15623;PF15623,1-242;235-315,0,Non-PRD proteins
ENSG00000188033,ENSP00000311521,ZNF490,Q9ULM2,PF13912;PF13912;PF13912;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352;PF13894,157-181;250-275;278-303;194-216;222-244;334-356;362-384;390-412;446-468;502-524;56-97;306-329,0,Non-PRD proteins
ENSG00000057252,ENSP00000356591,SOAT1,P35610,PF03062,171-520,1,viral-binding PRDs
ENSG00000100721,ENSP00000450496,TCL1A,P56279,PF01840,1-112,1,Non-PRD proteins
ENSG00000135722,ENSP00000430490,FBXL8,Q96CD0,PF12937,1951-06-01 00:00:00,0,Non-PRD proteins
ENSG00000100592,ENSP00000378557,DAAM1,Q9Y4D1,PF06367;PF06371;PF02181,235-439;45-232;600-984,0,Non-PRD proteins
ENSG00000183020,ENSP00000327694,AP2A2,O94973,PF01602;PF02883;PF02296,29-590;713-821;826-934,1,viral-binding PRDs
ENSG00000137944,ENSP00000260508,KYAT3,Q6YP21,PF00155,63-446,1,Viral-binding non-PRDs
ENSG00000132703,ENSP00000255040,APCS,P02743,PF00354,26-219,0,Viral-binding non-PRDs
ENSG00000122367,ENSP00000485500,LDB3,O75112,PF00412;PF00412;PF00412;PF00595;PF15936,551-606;610-665;669-725;3-81;192-297,1,PRD proteins
ENSG00000277025,ENSP00000482252,MBOAT7,Q96N66,PF03062,63-422,0,viral-binding PRDs
ENSG00000138433,ENSP00000339723,CIR1,Q86X95,PF10197,13-49,1,Viral-binding non-PRDs
ENSG00000116922,ENSP00000350704,C1orf109,Q9NX04,PF15011,13-174,1,Non-PRD proteins
ENSG00000173838,ENSP00000463080,MARCHF10,J3KTN9,PF12906,697-752,0,Non-PRD proteins
ENSG00000166986,ENSP00000262027,MARS1,P56192,PF09334;PF18485;PF00043;PF00458,266-658;1-74;92-180;845-897,1,Viral-binding non-PRDs
ENSG00000215915,ENSP00000368062,ATAD3C,Q5T2N8,PF00004;PF12037,173-300;25-110,0,Non-PRD proteins
ENSG00000143079,ENSP00000271277,CTTNBP2NL,Q9P2B4,PF09727,2-188,1,Viral-binding non-PRDs
ENSG00000196734,ENSP00000353203,LCE1B,Q5T7P3,PF14672;PF14672,27-60;58-118,0,Non-PRD proteins
ENSG00000181904,ENSP00000378427,C5orf24,Q7Z6I8,PF17724,1-188,1,Non-PRD proteins
ENSG00000171489,ENSP00000305847,SPACA5,Q96QH8,PF00062,22-147,0,Non-PRD proteins
ENSG00000164142,ENSP00000421580,FHIP1A,Q05DH4,PF10257,88-411,0,Non-PRD proteins
ENSG00000204498,ENSP00000365318,NFKBIL1,Q9UBC1,PF13637,65-118,0,Non-PRD proteins
ENSG00000186910,ENSP00000335024,SERPINA11,Q86U17,PF00079,52-419,0,Non-PRD proteins
ENSG00000285932,ENSP00000497114,,A0A3B3IRX1,PF02628,70-139,0,Non-PRD proteins
ENSG00000133884,ENSP00000252268,DPF2,J3KMZ8,PF00628;PF00628;PF14051,286-344;343-390;13-84,0,Viral-binding non-PRDs
ENSG00000052126,ENSP00000404296,PLEKHA5,Q9HAU0,PF00169;PF00397,170-267;58-87,1,viral-binding PRDs
ENSG00000189326,ENSP00000359535,SPANXN4,X6R7N2,PF07458,1991-01-01 00:00:00,0,Viral-binding non-PRDs
ENSG00000119973,ENSP00000239032,PRLHR,P49683,PF00001,77-335,0,Non-PRD proteins
ENSG00000143553,ENSP00000357674,SNAPIN,O95295,PF14712,23-110,0,Viral-binding non-PRDs
ENSG00000103241,ENSP00000262426,FOXF1,Q12946,PF00250,47-133,0,Viral-binding non-PRDs
ENSG00000165943,ENSP00000451594,MOAP1,Q96BY2,PF14893,1-326,0,Non-PRD proteins
ENSG00000115850,ENSP00000264162,LCT,P09848,PF00232;PF00232;PF00232;PF00232,74-225;378-847;899-1364;1373-1840,0,Non-PRD proteins
ENSG00000134070,ENSP00000256458,IRAK2,O43187,PF00531;PF00069,13-94;210-461,1,viral-binding PRDs
ENSG00000114270,ENSP00000332371,COL7A1,Q02388,PF00092;PF00092;PF00014;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF01391;PF00041;PF00041;PF00041;PF00041;PF00041;PF00041;PF00041;PF00041,38-209;1054-1227;2875-2930;1251-1310;1296-1361;1449-1504;1489-1548;2034-2099;2099-2158;2257-2321;2317-2374;2373-2430;2407-2465;2466-2524;2526-2584;2563-2639;2617-2694;2722-2787;233-318;331-407;419-492;509-587;599-677;687-765;777-855;868-946,0,viral-binding PRDs
ENSG00000189164,ENSP00000390179,ZNF527,Q8NB42,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,302-324;330-352;358-380;386-408;414-436;442-464;470-492;498-520;554-576;13-54,0,Non-PRD proteins
ENSG00000156076,ENSP00000286574,WIF1,Q9Y5W5,PF12661;PF12661;PF02019,218-236;250-267;38-173,1,Non-PRD proteins
ENSG00000145545,ENSP00000274192,SRD5A1,P18405,PF02544,110-259,1,Non-PRD proteins
ENSG00000102934,ENSP00000219207,PLLP,Q9Y342,PF01284,32-160,1,Non-PRD proteins
ENSG00000145687,ENSP00000483921,SSBP2,A0A087X159,PF04503;PF04503,83-125;123-346,1,Viral-binding non-PRDs
ENSG00000213465,ENSP00000436021,ARL2,P36404,PF00025,3-176,0,viral-binding PRDs
ENSG00000005022,ENSP00000360671,SLC25A5,P05141,PF00153;PF00153;PF00153,4-103;109-206;206-298,0,Viral-binding non-PRDs
ENSG00000114744,ENSP00000419475,COMMD2,Q86X83,PF07258,121-191,1,Viral-binding non-PRDs
ENSG00000278555,ENSP00000479289,LILRB4,A0A0G2JMH7,PF13895;PF00047,28-117;127-209,0,Non-PRD proteins
ENSG00000168495,ENSP00000303088,POLR3D,P05423,PF05132,263-389,1,Non-PRD proteins
ENSG00000162377,ENSP00000360593,COA7,Q96BR5,PF08238;PF08238;PF08238;PF08238,68-103;108-146;147-183;186-210,0,Viral-binding non-PRDs
ENSG00000100258,ENSP00000424381,LMF2,Q9BU23,PF06762,122-590,0,Viral-binding non-PRDs
ENSG00000183808,ENSP00000382239,RBM12B,Q8IXT5,PF00076;PF00076,286-354;402-471,0,viral-binding PRDs
ENSG00000273505,ENSP00000484611,TAS2R42,A0A0G2JPZ2,PF05296,1-303,0,Non-PRD proteins
ENSG00000133460,ENSP00000483038,SLC2A11,A0A087X018,PF00083,22-436,0,Non-PRD proteins
ENSG00000102078,ENSP00000342797,SLC25A14,O95258,PF00153;PF00153;PF00153,38-136;137-229;232-325,0,Non-PRD proteins
ENSG00000172476,ENSP00000305648,RAB40A,Q8WXH6,PF00071;PF07525,16-176;189-225,0,Non-PRD proteins
ENSG00000128886,ENSP00000320346,ELL3,Q9HB65,PF10390;PF07303,14-125;291-392,0,Non-PRD proteins
ENSG00000086827,ENSP00000200135,ZW10,O43264,PF06248,9-564,1,Viral-binding non-PRDs
ENSG00000183617,ENSP00000331849,MRPL54,Q6P161,PF08561,62-124,0,Viral-binding non-PRDs
ENSG00000059915,ENSP00000384830,PSD,A5PKW4,PF00169;PF01369,757-869;539-708,0,Non-PRD proteins
ENSG00000107036,ENSP00000416696,RIC1,Q4ADV7,PF07064,733-992,1,Non-PRD proteins
ENSG00000051341,ENSP00000481120,POLQ,A0A087WXL3,PF00270;PF00271;PF00476,226-407;457-620;2231-2719,1,PRD proteins
ENSG00000185561,ENSP00000331965,TLCD2,A6NGC4,PF03798,38-223,0,Non-PRD proteins
ENSG00000204438,ENSP00000365071,GPANK1,O95872,PF01585;PF13637,255-299;104-163,0,Viral-binding non-PRDs
ENSG00000174740,ENSP00000308012,PABPC5,Q96DU9,PF00076;PF00076;PF00076;PF00076,20-90;108-176;201-270;304-372,0,viral-binding PRDs
ENSG00000159409,ENSP00000402503,CELF3,H0Y623,PF00076;PF00076;PF00076,14-80;98-166;383-453,1,PRD proteins
ENSG00000166436,ENSP00000495413,TRIM66,A0A2R8YEA1,PF00628;PF00439;PF00643,1148-1193;1226-1310;206-246,0,Viral-binding non-PRDs
ENSG00000183762,ENSP00000331242,KREMEN1,Q96MU8,PF00431;PF00051;PF01822,214-318;32-114;119-200,0,Viral-binding non-PRDs
ENSG00000070778,ENSP00000330276,PTPN21,Q16825,PF00102;PF09379;PF09380;PF00373,921-1166;27-90;226-312;107-222,1,Viral-binding non-PRDs
ENSG00000153904,ENSP00000284031,DDAH1,O94760,PF02274,19-279,1,Non-PRD proteins
ENSG00000034239,ENSP00000262103,EFCAB1,Q9HAE3,PF13499,102-175,1,PRD proteins
ENSG00000166743,ENSP00000301956,ACSM1,Q08AH1,PF00501;PF13193,62-475;483-563,0,Non-PRD proteins
ENSG00000106560,ENSP00000223293,GIMAP2,Q9UG22,PF04548,23-234,0,Viral-binding non-PRDs
ENSG00000182177,ENSP00000386532,ASB18,Q6ZVZ8,PF07525;PF12796;PF12796;PF12796,421-460;124-215;156-249;223-323,0,Non-PRD proteins
ENSG00000170049,ENSP00000302719,KCNAB3,O43448,PF00248,92-396,0,Non-PRD proteins
ENSG00000100731,ENSP00000304192,PCNX1,Q96RV3,PF05041,1782-2008,1,Non-PRD proteins
ENSG00000146094,ENSP00000349727,DOK3,Q7L591,PF02174,213-312,0,PRD proteins
ENSG00000166896,ENSP00000300145,ATP23,Q9Y6H3,PF09768,50-220,1,Viral-binding non-PRDs
ENSG00000170374,ENSP00000302812,SP7,Q8TDD2,PF00096;PF00096;PF00096,294-318;324-348;354-376,1,Non-PRD proteins
ENSG00000178802,ENSP00000318318,MPI,P34949,PF01238,6-382,0,Viral-binding non-PRDs
ENSG00000175066,ENSP00000418001,GK5,Q6ZS86,PF00370;PF02782,20-282;291-480,1,Non-PRD proteins
ENSG00000169896,ENSP00000496959,ITGAM,P11215,PF00092;PF08441;PF01839;PF00357,150-327;614-1005;520-555;1129-1143,0,PRD proteins
ENSG00000102890,ENSP00000498602,ELMO3,Q96BJ8,PF16457;PF04727;PF11841,535-663;291-468;115-268,1,Viral-binding non-PRDs
ENSG00000014164,ENSP00000262577,ZC3H3,Q8IXZ2,PF00642;PF00642,668-694;773-798,0,Non-PRD proteins
ENSG00000175048,ENSP00000352821,ZDHHC14,Q8IZN3,PF01529,160-289,1,PRD proteins
ENSG00000011243,ENSP00000380557,AKAP8L,Q9ULX6,PF04988,414-549,0,Viral-binding non-PRDs
ENSG00000165617,ENSP00000337439,DACT1,Q9NYF0,PF15268,46-836,1,Non-PRD proteins
ENSG00000028116,ENSP00000408002,VRK2,Q86Y07,PF00069,29-311,1,Inferred viral-binding PRDs
ENSG00000113643,ENSP00000231572,RARS1,P54136,PF00750;PF05746;PF03485,174-520;534-660;78-166,0,Viral-binding non-PRDs
ENSG00000111276,ENSP00000379629,CDKN1B,E7ES52,PF02234,31-79,0,Viral-binding non-PRDs
ENSG00000105821,ENSP00000368565,DNAJC2,Q99543,PF00249;PF00249;PF00226;PF16717,451-507;552-600;88-158;339-430,0,Non-PRD proteins
ENSG00000180042,ENSP00000492889,OR1R1P,A0A286YEU6,PF13853,30-307,0,Non-PRD proteins
ENSG00000198223,ENSP00000394227,CSF2RA,P15509,PF09240;PF18611,123-215;35-112,0,Viral-binding non-PRDs
ENSG00000018189,ENSP00000370394,RUFY3,Q7L099,PF02759,103-226,0,Viral-binding non-PRDs
ENSG00000171243,ENSP00000379889,SOSTDC1,Q6X4U4,PF05463,6-206,0,Non-PRD proteins
ENSG00000168061,ENSP00000436649,SAC3D1,F8WC89,PF03399,9-303,0,Viral-binding non-PRDs
ENSG00000138279,ENSP00000362010,ANXA7,P20073,PF00191;PF00191;PF00191;PF00191,189-254;261-326;344-410;420-485,0,Viral-binding non-PRDs
ENSG00000116679,ENSP00000356468,IVNS1ABP,Q9Y6Y0,PF00651;PF07707;PF01344;PF01344;PF01344;PF01344;PF01344;PF01344,22-128;134-228;357-402;404-450;452-499;501-546;548-593;595-638,1,viral-binding PRDs
ENSG00000169129,ENSP00000303042,AFAP1L2,Q8N4X5,PF00169;PF00169,169-271;338-445,0,Viral-binding non-PRDs
ENSG00000130985,ENSP00000338413,UBA1,P22314,PF00899;PF00899;PF09358;PF10585;PF16191;PF16190,55-450;451-952;955-1053;638-884;298-366;227-297,1,viral-binding PRDs
ENSG00000153898,ENSP00000359640,MCOLN2,Q8IZK6,PF08016,370-513,1,Non-PRD proteins
ENSG00000119688,ENSP00000349396,ABCD4,O14678,PF00005;PF06472,404-552;27-294,0,Non-PRD proteins
ENSG00000089169,ENSP00000374036,RPH3A,Q9Y2J0,PF00168;PF00168;PF02318,407-516;565-671;48-161,0,Non-PRD proteins
ENSG00000164758,ENSP00000297347,MED30,Q96HR3,PF11315,29-176,1,Non-PRD proteins
ENSG00000132792,ENSP00000362568,CTNNBL1,Q8WYA6,PF08216,57-162,1,Viral-binding non-PRDs
ENSG00000102755,ENSP00000282397,FLT1,P17948,PF07679;PF07679;PF07714;PF17988;PF00047;PF13927,337-426;661-748;827-1154;753-787;235-326;560-640,1,PRD proteins
ENSG00000061676,ENSP00000354251,NCKAP1,Q9Y2A7,PF09735,9-1122,1,Viral-binding non-PRDs
ENSG00000133195,ENSP00000445829,SLC39A11,Q8N1S5,PF02535,7-338,1,Non-PRD proteins
ENSG00000174109,ENSP00000413100,C16orf91,Q4G0I0,PF15013,47-119,0,Viral-binding non-PRDs
ENSG00000124568,ENSP00000244527,SLC17A1,Q14916,PF07690,26-410,0,Non-PRD proteins
ENSG00000062038,ENSP00000264012,CDH3,P22223,PF00028;PF00028;PF00028;PF00028;PF01049,112-206;220-319;333-432;445-539;678-826,0,Non-PRD proteins
ENSG00000143363,ENSP00000497847,PRUNE1,A0A3B3ITN0,PF01368;PF02833,19-146;186-359,1,Non-PRD proteins
ENSG00000266202,ENSP00000462879,,J3KTA2,PF05347,1969-11-01 00:00:00,1,Non-PRD proteins
ENSG00000044574,ENSP00000324173,HSPA5,P11021,PF00012,30-636,0,Viral-binding non-PRDs
ENSG00000108417,ENSP00000225550,KRT37,O76014,PF00038,103-414,0,Non-PRD proteins
ENSG00000104687,ENSP00000221130,GSR,P00390,PF00070;PF02852,233-312;411-522,0,Non-PRD proteins
ENSG00000159461,ENSP00000290649,AMFR,Q9UKV5,PF02845;PF13639;PF18442,457-497;339-379;574-600,1,Viral-binding non-PRDs
ENSG00000004455,ENSP00000499935,AK2,P54819,PF00406;PF05191,20-206;142-177,0,Non-PRD proteins
